Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[1142]   0.0    0.00    0.00   47572         diffusionstore2* std::__niter_base<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >(__gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >) [1142]
                0.00    0.00   47572/228639      __gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >::base() const [1087]
-----------------------------------------------
                0.00    0.00       1/47559       cell_array::initialize_next_diffusion_events() [24]
                0.00    0.00   11890/47559       cell_array::diffusionmove(int, int, int, int, int) [4]
                0.00    0.00   11890/47559       std::vector<diffusionstore2, std::allocator<diffusionstore2> >::insert(__gnu_cxx::__normal_iterator<diffusionstore2 const*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >, diffusionstore2 const&) [18]
                0.00    0.00   23778/47559       std::vector<diffusionstore2, std::allocator<diffusionstore2> >::_M_erase(__gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >) [1221]
[1143]   0.0    0.00    0.00   47559         std::vector<diffusionstore2, std::allocator<diffusionstore2> >::end() [1143]
                0.00    0.00   47559/184402      __gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >::__normal_iterator(diffusionstore2* const&) [1091]
-----------------------------------------------
                0.00    0.00       1/40008       cell_array::set_si_interaction(self_interaction const&, int) [1293]
                0.00    0.00       3/40008       cell_array::cell_array(int, int, cell&) [1295]
                0.00    0.00   40004/40008       cell_array::getenergy(int, int, int, int, int) [22]
[1144]   0.0    0.00    0.00   40008         vector1<self_interaction*>::operator[](int) [1144]
-----------------------------------------------
                0.00    0.00   40000/40000       __gnu_cxx::__normal_iterator<diffusionstore*, std::vector<diffusionstore, std::allocator<diffusionstore> > > std::copy<__gnu_cxx::__normal_iterator<diffusionstore const*, std::vector<diffusionstore, std::allocator<diffusionstore> > >, __gnu_cxx::__normal_iterator<diffusionstore*, std::vector<diffusionstore, std::allocator<diffusionstore> > > >(__gnu_cxx::__normal_iterator<diffusionstore const*, std::vector<diffusionstore, std::allocator<diffusionstore> > >, __gnu_cxx::__normal_iterator<diffusionstore const*, std::vector<diffusionstore, std::allocator<diffusionstore> > >, __gnu_cxx::__normal_iterator<diffusionstore*, std::vector<diffusionstore, std::allocator<diffusionstore> > >) [1205]
[1145]   0.0    0.00    0.00   40000         __gnu_cxx::__normal_iterator<diffusionstore const*, std::vector<diffusionstore, std::allocator<diffusionstore> > > std::__miter_base<__gnu_cxx::__normal_iterator<diffusionstore const*, std::vector<diffusionstore, std::allocator<diffusionstore> > > >(__gnu_cxx::__normal_iterator<diffusionstore const*, std::vector<diffusionstore, std::allocator<diffusionstore> > >) [1145]
-----------------------------------------------
                0.00    0.00   40000/40000       __gnu_cxx::__normal_iterator<diffusionstore*, std::vector<diffusionstore, std::allocator<diffusionstore> > > std::__copy_move_a<false, __gnu_cxx::__normal_iterator<diffusionstore const*, std::vector<diffusionstore, std::allocator<diffusionstore> > >, __gnu_cxx::__normal_iterator<diffusionstore*, std::vector<diffusionstore, std::allocator<diffusionstore> > > >(__gnu_cxx::__normal_iterator<diffusionstore const*, std::vector<diffusionstore, std::allocator<diffusionstore> > >, __gnu_cxx::__normal_iterator<diffusionstore const*, std::vector<diffusionstore, std::allocator<diffusionstore> > >, __gnu_cxx::__normal_iterator<diffusionstore*, std::vector<diffusionstore, std::allocator<diffusionstore> > >) [1202]
[1146]   0.0    0.00    0.00   40000         diffusionstore const* std::__niter_base<diffusionstore const*, std::vector<diffusionstore, std::allocator<diffusionstore> > >(__gnu_cxx::__normal_iterator<diffusionstore const*, std::vector<diffusionstore, std::allocator<diffusionstore> > >) [1146]
                0.00    0.00   40000/97659       __gnu_cxx::__normal_iterator<diffusionstore const*, std::vector<diffusionstore, std::allocator<diffusionstore> > >::base() const [1119]
-----------------------------------------------
                0.00    0.00   37052/37052       void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >, __gnu_cxx::__ops::_Val_less_iter>(__gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >, __gnu_cxx::__ops::_Val_less_iter) [1255]
[1147]   0.0    0.00    0.00   37052         bool __gnu_cxx::__ops::_Val_less_iter::operator()<diffusionstore2, __gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > > >(diffusionstore2&, __gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >) const [1147]
                0.00    0.00   37052/579899      __gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >::operator*() const [1073]
                0.00    0.00   37052/320999      diffusionstore2::operator<(diffusionstore2 const&) [1081]
-----------------------------------------------
                0.00    0.00   35745/35745       diffusionstore* std::__copy_move_backward_a2<true, diffusionstore*, diffusionstore*>(diffusionstore*, diffusionstore*, diffusionstore*) [1150]
[1148]   0.0    0.00    0.00   35745         diffusionstore* std::__copy_move_backward<true, true, std::random_access_iterator_tag>::__copy_move_b<diffusionstore>(diffusionstore const*, diffusionstore const*, diffusionstore*) [1148]
-----------------------------------------------
                0.00    0.00    8606/35745       diffusionstore* std::__copy_move_backward_a<true, diffusionstore*, diffusionstore*>(diffusionstore*, diffusionstore*, diffusionstore*) [1262]
                0.00    0.00   27139/35745       __gnu_cxx::__normal_iterator<diffusionstore*, std::vector<diffusionstore, std::allocator<diffusionstore> > > std::__copy_move_backward_a<true, __gnu_cxx::__normal_iterator<diffusionstore*, std::vector<diffusionstore, std::allocator<diffusionstore> > >, __gnu_cxx::__normal_iterator<diffusionstore*, std::vector<diffusionstore, std::allocator<diffusionstore> > > >(__gnu_cxx::__normal_iterator<diffusionstore*, std::vector<diffusionstore, std::allocator<diffusionstore> > >, __gnu_cxx::__normal_iterator<diffusionstore*, std::vector<diffusionstore, std::allocator<diffusionstore> > >, __gnu_cxx::__normal_iterator<diffusionstore*, std::vector<diffusionstore, std::allocator<diffusionstore> > >) [1159]
[1149]   0.0    0.00    0.00   35745         diffusionstore* std::__copy_move_backward_a1<true, diffusionstore*, diffusionstore*>(diffusionstore*, diffusionstore*, diffusionstore*) [1149]
                0.00    0.00   35745/35745       diffusionstore* std::__copy_move_backward_a2<true, diffusionstore*, diffusionstore*>(diffusionstore*, diffusionstore*, diffusionstore*) [1150]
-----------------------------------------------
                0.00    0.00   35745/35745       diffusionstore* std::__copy_move_backward_a1<true, diffusionstore*, diffusionstore*>(diffusionstore*, diffusionstore*, diffusionstore*) [1149]
[1150]   0.0    0.00    0.00   35745         diffusionstore* std::__copy_move_backward_a2<true, diffusionstore*, diffusionstore*>(diffusionstore*, diffusionstore*, diffusionstore*) [1150]
                0.00    0.00   35745/35745       diffusionstore* std::__copy_move_backward<true, true, std::random_access_iterator_tag>::__copy_move_b<diffusionstore>(diffusionstore const*, diffusionstore const*, diffusionstore*) [1148]
-----------------------------------------------
                0.00    0.00   11889/35669       std::vector<diffusionstore2, std::allocator<diffusionstore2> >::_Temporary_value::_Temporary_value<diffusionstore2 const&>(std::vector<diffusionstore2, std::allocator<diffusionstore2> >*, diffusionstore2 const&) [1229]
                0.00    0.00   11890/35669       void std::allocator_traits<std::allocator<diffusionstore2> >::construct<diffusionstore2, diffusionstore2 const&>(std::allocator<diffusionstore2>&, diffusionstore2*, diffusionstore2 const&) [1219]
                0.00    0.00   11890/35669       void __gnu_cxx::new_allocator<diffusionstore2>::construct<diffusionstore2, diffusionstore2 const&>(diffusionstore2*, diffusionstore2 const&) [1216]
[1151]   0.0    0.00    0.00   35669         diffusionstore2 const& std::forward<diffusionstore2 const&>(std::remove_reference<diffusionstore2 const&>::type&) [1151]
-----------------------------------------------
                0.00    0.00   11889/35667       std::vector<diffusionstore2, std::allocator<diffusionstore2> >::_Temporary_value::_Temporary_value<diffusionstore2 const&>(std::vector<diffusionstore2, std::allocator<diffusionstore2> >*, diffusionstore2 const&) [1229]
                0.00    0.00   11889/35667       std::vector<diffusionstore2, std::allocator<diffusionstore2> >::_Temporary_value::~_Temporary_value() [1230]
                0.00    0.00   11889/35667       std::vector<diffusionstore2, std::allocator<diffusionstore2> >::_Temporary_value::_M_val() [1228]
[1152]   0.0    0.00    0.00   35667         std::vector<diffusionstore2, std::allocator<diffusionstore2> >::_Temporary_value::_M_ptr() [1152]
-----------------------------------------------
                0.00    0.00   35667/35667       diffusionstore2* std::__copy_move_backward_a<true, diffusionstore2*, diffusionstore2*>(diffusionstore2*, diffusionstore2*, diffusionstore2*) [21]
[1153]   0.0    0.00    0.00   35667         diffusionstore2* std::__niter_base<diffusionstore2*>(diffusionstore2*) [1153]
-----------------------------------------------
                0.00    0.00   11889/35667       void std::vector<diffusionstore2, std::allocator<diffusionstore2> >::_M_insert_aux<diffusionstore2>(__gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >, diffusionstore2&&) [19]
                0.00    0.00   11889/35667       void std::allocator_traits<std::allocator<diffusionstore2> >::construct<diffusionstore2, diffusionstore2>(std::allocator<diffusionstore2>&, diffusionstore2*, diffusionstore2&&) [1227]
                0.00    0.00   11889/35667       void __gnu_cxx::new_allocator<diffusionstore2>::construct<diffusionstore2, diffusionstore2>(diffusionstore2*, diffusionstore2&&) [1226]
[1154]   0.0    0.00    0.00   35667         diffusionstore2&& std::forward<diffusionstore2>(std::remove_reference<diffusionstore2>::type&) [1154]
-----------------------------------------------
                0.00    0.00       1/30001       cell::cell(int, int) [1301]
                0.00    0.00   10000/30001       main [1]
                0.00    0.00   20000/30001       cell::cell() [1193]
[1155]   0.0    0.00    0.00   30001         vector1<int>::vector1(int) [1155]
-----------------------------------------------
                0.00    0.00   10000/30001       main [1]
                0.00    0.00   20001/30001       cell::~cell() [1178]
[1156]   0.0    0.00    0.00   30001         vector1<int>::~vector1() [1156]
-----------------------------------------------
                0.00    0.00   10000/30000       cell::initialize(vector1<int>&) [10]
                0.00    0.00   20000/30000       cell::operator=(cell const&) [1194]
[1157]   0.0    0.00    0.00   30000         vector1<int>::operator=(vector1<int> const&) [1157]
-----------------------------------------------
                0.00    0.00   27139/27139       void std::__insertion_sort<__gnu_cxx::__normal_iterator<diffusionstore*, std::vector<diffusionstore, std::allocator<diffusionstore> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<diffusionstore*, std::vector<diffusionstore, std::allocator<diffusionstore> > >, __gnu_cxx::__normal_iterator<diffusionstore*, std::vector<diffusionstore, std::allocator<diffusionstore> > >, __gnu_cxx::__ops::_Iter_less_iter) [32]
[1158]   0.0    0.00    0.00   27139         __gnu_cxx::__normal_iterator<diffusionstore*, std::vector<diffusionstore, std::allocator<diffusionstore> > > std::move_backward<__gnu_cxx::__normal_iterator<diffusionstore*, std::vector<diffusionstore, std::allocator<diffusionstore> > >, __gnu_cxx::__normal_iterator<diffusionstore*, std::vector<diffusionstore, std::allocator<diffusionstore> > > >(__gnu_cxx::__normal_iterator<diffusionstore*, std::vector<diffusionstore, std::allocator<diffusionstore> > >, __gnu_cxx::__normal_iterator<diffusionstore*, std::vector<diffusionstore, std::allocator<diffusionstore> > >, __gnu_cxx::__normal_iterator<diffusionstore*, std::vector<diffusionstore, std::allocator<diffusionstore> > >) [1158]
                0.00    0.00   54278/74280       __gnu_cxx::__normal_iterator<diffusionstore*, std::vector<diffusionstore, std::allocator<diffusionstore> > > std::__miter_base<__gnu_cxx::__normal_iterator<diffusionstore*, std::vector<diffusionstore, std::allocator<diffusionstore> > > >(__gnu_cxx::__normal_iterator<diffusionstore*, std::vector<diffusionstore, std::allocator<diffusionstore> > >) [1122]
                0.00    0.00   27139/27139       __gnu_cxx::__normal_iterator<diffusionstore*, std::vector<diffusionstore, std::allocator<diffusionstore> > > std::__copy_move_backward_a<true, __gnu_cxx::__normal_iterator<diffusionstore*, std::vector<diffusionstore, std::allocator<diffusionstore> > >, __gnu_cxx::__normal_iterator<diffusionstore*, std::vector<diffusionstore, std::allocator<diffusionstore> > > >(__gnu_cxx::__normal_iterator<diffusionstore*, std::vector<diffusionstore, std::allocator<diffusionstore> > >, __gnu_cxx::__normal_iterator<diffusionstore*, std::vector<diffusionstore, std::allocator<diffusionstore> > >, __gnu_cxx::__normal_iterator<diffusionstore*, std::vector<diffusionstore, std::allocator<diffusionstore> > >) [1159]
-----------------------------------------------
                0.00    0.00   27139/27139       __gnu_cxx::__normal_iterator<diffusionstore*, std::vector<diffusionstore, std::allocator<diffusionstore> > > std::move_backward<__gnu_cxx::__normal_iterator<diffusionstore*, std::vector<diffusionstore, std::allocator<diffusionstore> > >, __gnu_cxx::__normal_iterator<diffusionstore*, std::vector<diffusionstore, std::allocator<diffusionstore> > > >(__gnu_cxx::__normal_iterator<diffusionstore*, std::vector<diffusionstore, std::allocator<diffusionstore> > >, __gnu_cxx::__normal_iterator<diffusionstore*, std::vector<diffusionstore, std::allocator<diffusionstore> > >, __gnu_cxx::__normal_iterator<diffusionstore*, std::vector<diffusionstore, std::allocator<diffusionstore> > >) [1158]
[1159]   0.0    0.00    0.00   27139         __gnu_cxx::__normal_iterator<diffusionstore*, std::vector<diffusionstore, std::allocator<diffusionstore> > > std::__copy_move_backward_a<true, __gnu_cxx::__normal_iterator<diffusionstore*, std::vector<diffusionstore, std::allocator<diffusionstore> > >, __gnu_cxx::__normal_iterator<diffusionstore*, std::vector<diffusionstore, std::allocator<diffusionstore> > > >(__gnu_cxx::__normal_iterator<diffusionstore*, std::vector<diffusionstore, std::allocator<diffusionstore> > >, __gnu_cxx::__normal_iterator<diffusionstore*, std::vector<diffusionstore, std::allocator<diffusionstore> > >, __gnu_cxx::__normal_iterator<diffusionstore*, std::vector<diffusionstore, std::allocator<diffusionstore> > >) [1159]
                0.00    0.00   81417/188560      diffusionstore* std::__niter_base<diffusionstore*, std::vector<diffusionstore, std::allocator<diffusionstore> > >(__gnu_cxx::__normal_iterator<diffusionstore*, std::vector<diffusionstore, std::allocator<diffusionstore> > >) [1090]
                0.00    0.00   27139/35745       diffusionstore* std::__copy_move_backward_a1<true, diffusionstore*, diffusionstore*>(diffusionstore*, diffusionstore*, diffusionstore*) [1149]
                0.00    0.00   27139/57140       __gnu_cxx::__normal_iterator<diffusionstore*, std::vector<diffusionstore, std::allocator<diffusionstore> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<diffusionstore*, std::vector<diffusionstore, std::allocator<diffusionstore> > >, diffusionstore*>(__gnu_cxx::__normal_iterator<diffusionstore*, std::vector<diffusionstore, std::allocator<diffusionstore> > >, diffusionstore*) [1136]
-----------------------------------------------
                0.00    0.00   26604/26604       cell_array::getenergy(int, int, int, int, int) [22]
[1160]   0.0    0.00    0.00   26604         no_self_attraction::operator()(int) [1160]
-----------------------------------------------
                0.00    0.00    8606/25818       std::vector<diffusionstore, std::allocator<diffusionstore> >::_Temporary_value::_Temporary_value<diffusionstore const&>(std::vector<diffusionstore, std::allocator<diffusionstore> >*, diffusionstore const&) [1258]
                0.00    0.00    8606/25818       std::vector<diffusionstore, std::allocator<diffusionstore> >::_Temporary_value::~_Temporary_value() [1259]
                0.00    0.00    8606/25818       std::vector<diffusionstore, std::allocator<diffusionstore> >::_Temporary_value::_M_val() [1257]
[1161]   0.0    0.00    0.00   25818         std::vector<diffusionstore, std::allocator<diffusionstore> >::_Temporary_value::_M_ptr() [1161]
-----------------------------------------------
                0.00    0.00   23906/23906       __gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >, __gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >, __gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >, __gnu_cxx::__ops::_Iter_less_iter) [1264]
[1162]   0.0    0.00    0.00   23906         bool __gnu_cxx::operator< <diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >(__gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > > const&, __gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > > const&) [1162]
                0.00    0.00   47812/228639      __gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >::base() const [1087]
-----------------------------------------------
                0.00    0.00   23906/23906       void std::iter_swap<__gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >, __gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > > >(__gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >, __gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >) [1164]
[1163]   0.0    0.00    0.00   23906         std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<diffusionstore2> >, std::is_move_constructible<diffusionstore2>, std::is_move_assignable<diffusionstore2> >::value, void>::type std::swap<diffusionstore2>(diffusionstore2&, diffusionstore2&) [1163]
                0.00    0.00   71718/142552      std::remove_reference<diffusionstore2&>::type&& std::move<diffusionstore2&>(diffusionstore2&) [1101]
-----------------------------------------------
                0.00    0.00    1039/23906       void std::__move_median_to_first<__gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >, __gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >, __gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >, __gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >, __gnu_cxx::__ops::_Iter_less_iter) [1265]
                0.00    0.00   22867/23906       __gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >, __gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >, __gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >, __gnu_cxx::__ops::_Iter_less_iter) [1264]
[1164]   0.0    0.00    0.00   23906         void std::iter_swap<__gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >, __gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > > >(__gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >, __gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >) [1164]
                0.00    0.00   47812/579899      __gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >::operator*() const [1073]
                0.00    0.00   23906/23906       std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<diffusionstore2> >, std::is_move_constructible<diffusionstore2>, std::is_move_assignable<diffusionstore2> >::value, void>::type std::swap<diffusionstore2>(diffusionstore2&, diffusionstore2&) [1163]
-----------------------------------------------
                0.00    0.00      10/23786       __gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > > std::move_backward<__gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >, __gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > > >(__gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >, __gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >, __gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >) [36]
                0.00    0.00   23776/23786       __gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > > std::move<__gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >, __gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > > >(__gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >, __gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >, __gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >) [1236]
[1165]   0.0    0.00    0.00   23786         __gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > > std::__miter_base<__gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > > >(__gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >) [1165]
-----------------------------------------------
                0.00    0.00   23780/23780       cell_array::diffusionmove(int, int, int, int, int) [4]
[1166]   0.0    0.00    0.00   23780         __gnu_cxx::__normal_iterator<diffusionstore2 const*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >::__normal_iterator<diffusionstore2*>(__gnu_cxx::__normal_iterator<diffusionstore2*, __gnu_cxx::__enable_if<std::__are_same<diffusionstore2*, diffusionstore2*>::__value, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >::__type> const&) [1166]
                0.00    0.00   23780/228639      __gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >::base() const [1087]
-----------------------------------------------
                0.00    0.00   23779/23779       void std::allocator_traits<std::allocator<diffusionstore2> >::destroy<diffusionstore2>(std::allocator<diffusionstore2>&, diffusionstore2*) [1171]
[1167]   0.0    0.00    0.00   23779         void __gnu_cxx::new_allocator<diffusionstore2>::destroy<diffusionstore2>(diffusionstore2*) [1167]
-----------------------------------------------
                0.00    0.00   23779/23779       std::vector<diffusionstore2, std::allocator<diffusionstore2> >::cbegin() const [1170]
[1168]   0.0    0.00    0.00   23779         __gnu_cxx::__normal_iterator<diffusionstore2 const*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >::__normal_iterator(diffusionstore2 const* const&) [1168]
-----------------------------------------------
                0.00    0.00   11889/23779       std::vector<diffusionstore2, std::allocator<diffusionstore2> >::insert(__gnu_cxx::__normal_iterator<diffusionstore2 const*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >, diffusionstore2 const&) [18]
                0.00    0.00   11890/23779       std::vector<diffusionstore2, std::allocator<diffusionstore2> >::erase(__gnu_cxx::__normal_iterator<diffusionstore2 const*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >) [1220]
[1169]   0.0    0.00    0.00   23779         __gnu_cxx::__normal_iterator<diffusionstore2 const*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >::difference_type __gnu_cxx::operator-<diffusionstore2 const*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >(__gnu_cxx::__normal_iterator<diffusionstore2 const*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > > const&, __gnu_cxx::__normal_iterator<diffusionstore2 const*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > > const&) [1169]
                0.00    0.00   47558/71338       __gnu_cxx::__normal_iterator<diffusionstore2 const*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >::base() const [1123]
-----------------------------------------------
                0.00    0.00   11889/23779       std::vector<diffusionstore2, std::allocator<diffusionstore2> >::insert(__gnu_cxx::__normal_iterator<diffusionstore2 const*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >, diffusionstore2 const&) [18]
                0.00    0.00   11890/23779       std::vector<diffusionstore2, std::allocator<diffusionstore2> >::erase(__gnu_cxx::__normal_iterator<diffusionstore2 const*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >) [1220]
[1170]   0.0    0.00    0.00   23779         std::vector<diffusionstore2, std::allocator<diffusionstore2> >::cbegin() const [1170]
                0.00    0.00   23779/23779       __gnu_cxx::__normal_iterator<diffusionstore2 const*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >::__normal_iterator(diffusionstore2 const* const&) [1168]
-----------------------------------------------
                0.00    0.00   11889/23779       std::vector<diffusionstore2, std::allocator<diffusionstore2> >::_Temporary_value::~_Temporary_value() [1230]
                0.00    0.00   11890/23779       std::vector<diffusionstore2, std::allocator<diffusionstore2> >::_M_erase(__gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >) [1221]
[1171]   0.0    0.00    0.00   23779         void std::allocator_traits<std::allocator<diffusionstore2> >::destroy<diffusionstore2>(std::allocator<diffusionstore2>&, diffusionstore2*) [1171]
                0.00    0.00   23779/23779       void __gnu_cxx::new_allocator<diffusionstore2>::destroy<diffusionstore2>(diffusionstore2*) [1167]
-----------------------------------------------
                0.00    0.00   23778/23778       diffusionstore2* std::move_backward<diffusionstore2*, diffusionstore2*>(diffusionstore2*, diffusionstore2*, diffusionstore2*) [20]
[1172]   0.0    0.00    0.00   23778         diffusionstore2* std::__miter_base<diffusionstore2*>(diffusionstore2*) [1172]
-----------------------------------------------
                0.00    0.00       1/21892       void std::__sort<__gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >, __gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >, __gnu_cxx::__ops::_Iter_less_iter) [41]
                0.00    0.00      16/21892       void std::__insertion_sort<__gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >, __gnu_cxx::__normal_iterator<diffusionstore2*, std::vector<diffusionstore2, std::allocator<diffusionstore2> > >, __gnu_cxx::__ops::_Iter_less_iter) [38]
